Symbol,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, ISIN NUMBER, FACE VALUE
LTFOODS,LT Foods Limited,EQ,18-Dec-06,1,INE818H01020,1
LTIM,LTIMindtree Limited,EQ,21-Jul-16,1,INE214T01019,1
LTTS,L&T Technology Services Limited,EQ,23-Sep-16,2,INE010V01017,2
LUMAXIND,Lumax Industries Limited,EQ,06-Sep-95,10,INE162B01018,10
LUMAXTECH,Lumax Auto Technologies Limited,EQ,16-Jan-07,2,INE872H01027,2
LUPIN,Lupin Limited,EQ,10-Sep-01,2,INE326A01037,2
LUXIND,Lux Industries Limited,EQ,30-Nov-15,2,INE150G01020,2
LXCHEM,Laxmi Organic Industries Limited,EQ,25-Mar-21,2,INE576O01020,2
LYKALABS,Lyka Labs Limited,EQ,08-Feb-95,10,INE933A01014,10
LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ,05-Nov-13,10,INE142K01011,10
M&M,Mahindra & Mahindra Limited,EQ,03-Jan-96,5,INE101A01026,5
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-Mar-06,2,INE774D01024,2
MAANALU,Maan Aluminium Limited,EQ,22-Oct-07,5,INE215I01027,5
MACPOWER,Macpower CNC Machines Limited,BE,19-Aug-20,10,INE155Z01011,10
MADHAV,Madhav Marbles and Granites Limited,EQ,20-Dec-07,10,INE925C01016,10
MADHUCON,Madhucon Projects Limited,EQ,05-Oct-06,1,INE378D01032,1
MADRASFERT,Madras Fertilizers Limited,EQ,25-Jul-97,10,INE414A01015,10
MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,28-Jul-17,10,INE347W01011,10
MAGNUM,Magnum Ventures Limited,EQ,20-Sep-07,10,INE387I01016,10
MAHABANK,Bank of Maharashtra,EQ,12-Apr-04,10,INE457A01014,10
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,EQ,21-Jan-98,10,INE843B01013,10
MAHASTEEL,Mahamaya Steel Industries Limited,BE,01-Jul-16,10,INE451L01014,10
MAHEPC,Mahindra EPC Irrigation Limited,EQ,14-Feb-20,10,INE215D01010,10
MAHESHWARI,Maheshwari Logistics Limited,EQ,15-Apr-19,10,INE263W01010,10
MAHLIFE,Mahindra Lifespace Developers Limited,EQ,10-May-00,10,INE813A01018,10
MAHLOG,Mahindra Logistics Limited,EQ,10-Nov-17,10,INE766P01016,10
MAHSCOOTER,Maharashtra Scooters Limited,EQ,08-Feb-95,10,INE288A01013,10
MAHSEAMLES,Maharashtra Seamless Limited,EQ,25-Aug-04,5,INE271B01025,5
MAITHANALL,Maithan Alloys Limited,EQ,05-Jul-11,10,INE683C01011,10
MALLCOM,Mallcom (India) Limited,EQ,02-Feb-22,10,INE389C01015,10
MALUPAPER,Malu Paper Mills Limited,EQ,05-Apr-06,10,INE383H01017,10
MAMATA,Mamata Machinery Limited,EQ,27-Dec-24,10,INE0TO701015,10
MANAKALUCO,Manaksia Aluminium Company Limited,EQ,30-Mar-15,1,INE859Q01017,1
MANAKCOAT,Manaksia Coated Metals & Industries Limited,BE,30-Mar-15,1,INE830Q01018,1
MANAKSIA,Manaksia Limited,EQ,08-Jan-08,2,INE015D01022,2
MANAKSTEEL,Manaksia Steels Limited,BE,30-Mar-15,1,INE824Q01011,1
MANALIPETC,Manali Petrochemicals Limited,EQ,06-Dec-06,5,INE201A01024,5
MANAPPURAM,Manappuram Finance Limited,EQ,01-Dec-14,2,INE522D01027,2
MANBA,Manba Finance Limited,EQ,30-Sep-24,10,INE939X01013,10
MANCREDIT,Mangal Credit and Fincorp Limited,EQ,16-Aug-24,10,INE545L01039,10
MANGALAM,Mangalam Drugs And Organics Limited,EQ,23-May-05,10,INE584F01014,10
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,EQ,22-Oct-07,10,INE558B01017,10
MANGLMCEM,Mangalam Cement Limited,EQ,03-Jan-96,10,INE347A01017,10
MANINDS,Man Industries (India) Limited,EQ,24-Jun-05,5,INE993A01026,5
MANINFRA,Man Infraconstruction Limited,EQ,11-Mar-10,2,INE949H01023,2
MANKIND,Mankind Pharma Limited,EQ,09-May-23,1,INE634S01028,1
MANOMAY,Manomay Tex India Limited,EQ,18-Jan-23,10,INE784W01015,10
MANORAMA,Manorama Industries Limited,EQ,01-Jul-22,2,INE00VM01036,2
MANORG,Mangalam Organics Limited,EQ,02-Nov-21,10,INE370D01013,10
MANUGRAPH,Manugraph India Limited,EQ,14-Sep-06,2,INE867A01022,2
MANYAVAR,Vedant Fashions Limited,EQ,16-Feb-22,1,INE825V01034,1
MAPMYINDIA,C.E. Info Systems Limited,EQ,21-Dec-21,2,INE0BV301023,2
MARALOVER,Maral Overseas Limited,EQ,08-Feb-95,10,INE882A01013,10
MARATHON,Marathon Nextgen Realty Limited,EQ,29-Sep-16,5,INE182D01020,5
MARICO,Marico Limited,EQ,01-May-96,1,INE196A01026,1
MARINE,Marine Electricals (India) Limited,EQ,02-Dec-20,2,INE01JE01028,2
MARKSANS,Marksans Pharma Limited,EQ,21-Jan-02,1,INE750C01026,1
MARSHALL,Marshall Machines Limited,BZ,22-Nov-21,10,INE00SZ01018,10
MARUTI,Maruti Suzuki India Limited,EQ,09-Jul-03,5,INE585B01010,5
MASFIN,MAS Financial Services Limited,EQ,18-Oct-17,10,INE348L01012,10
MASKINVEST,Mask Investments Limited,BE,14-Oct-16,10,INE885F01015,10
MASTEK,Mastek Limited,EQ,10-May-95,5,INE759A01021,5
MASTERTR,Master Trust Limited,EQ,12-Nov-24,1,INE677D01037,1
MATRIMONY,Matrimony.Com Limited,EQ,21-Sep-17,5,INE866R01028,5
MAWANASUG,Mawana Sugars Limited,EQ,20-Mar-09,10,INE636A01039,10
MAXESTATES,Max Estates Limited,EQ,30-Oct-23,10,INE03EI01018,10
MAXHEALTH,Max Healthcare Institute Limited,EQ,21-Aug-20,10,INE027H01010,10
MAXIND,Max India Limited,EQ,28-Aug-20,10,INE0CG601016,10
MAXIND-RE,Max India Ltd-RE,BE,07-May-25,10,INE0CG620016,10
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,25-Sep-12,5,INE040D01038,5
MAZDA,Mazda Limited,BE,01-Nov-16,2,INE885E01042,2
MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,12-Oct-20,5,INE249Z01020,5
MBAPL,Madhya Bharat Agro Products Limited,EQ,22-Aug-19,10,INE900L01010,10
MBLINFRA,MBL Infrastructure Limited,EQ,11-Jan-10,10,INE912H01013,10
MCL,Madhav Copper Limited,EQ,19-Aug-20,5,INE813V01022,5
MCLEODRUSS,Mcleod Russel India Limited,EQ,29-Jul-05,5,INE942G01012,5
MCLOUD,Magellanic Cloud Limited,EQ,07-Feb-25,2,INE613C01026,2
MCX,Multi Commodity Exchange of India Limited,EQ,09-Mar-12,10,INE745G01035,10
MEDANTA,Global Health Limited,EQ,16-Nov-22,2,INE474Q01031,2
MEDIASSIST,Medi Assist Healthcare Services Limited,EQ,23-Jan-24,5,INE456Z01021,5
MEDICAMEQ,Medicamen Biotech Limited,EQ,27-Oct-21,10,INE646B01010,10
MEDICO,Medico Remedies Limited,EQ,26-May-22,2,INE630Y01024,2
MEDPLUS,Medplus Health Services Limited,EQ,23-Dec-21,2,INE804L01022,2
MEGASOFT,Megasoft Limited,BE,19-Jul-07,10,INE933B01012,10
MEGASTAR,Megastar Foods Limited,EQ,16-Feb-22,10,INE00EM01016,10
MENONBE,Menon Bearings Limited,EQ,09-Mar-15,1,INE071D01033,1
MEP,MEP Infrastructure Developers Limited,BZ,06-May-15,10,INE776I01010,10
METROBRAND,Metro Brands Limited,EQ,22-Dec-21,5,INE317I01021,5
METROPOLIS,Metropolis Healthcare Limited,EQ,15-Apr-19,2,INE112L01020,2
MFML,Mahalaxmi Fabric Mills Limited,BE,27-Aug-24,10,INE0US801024,10
MFSL,Max Financial Services Limited,EQ,17-May-00,2,INE180A01020,2
MGEL,Mangalam Global Enterprise Limited,EQ,23-Dec-20,1,INE0APB01032,1
MGL,Mahanagar Gas Limited,EQ,01-Jul-16,10,INE002S01010,10
MHLXMIRU,Mahalaxmi Rubtech Limited,EQ,27-Jan-22,10,INE112D01035,10
MHRIL,Mahindra Holidays & Resorts India Limited,EQ,16-Jul-09,10,INE998I01010,10
MICEL,MIC Electronics Limited,EQ,17-Dec-21,2,INE287C01037,2
MIDHANI,Mishra Dhatu Nigam Limited,EQ,04-Apr-18,10,INE099Z01011,10
MINDACORP,Minda Corporation Limited,EQ,16-Oct-14,2,INE842C01021,2
MINDTECK,Mindteck (India) Limited,EQ,02-Aug-16,10,INE110B01017,10
MIRCELECTR,MIRC Electronics Limited,BE,24-May-04,1,INE831A01028,1
MIRZAINT,Mirza International Limited,EQ,28-Apr-99,2,INE771A01026,2
MITCON,MITCON Consultancy & Engineering Services Limited,EQ,17-Mar-22,10,INE828O01033,10
MITTAL,Mittal Life Style Limited,EQ,29-Apr-20,1,INE997Y01027,1
MKPL,M K Proteins Limited,EQ,13-Jun-23,1,INE964W01021,1
MMFL,MM Forgings Limited,EQ,20-Dec-06,10,INE227C01017,10
MMP,MMP Industries Limited,EQ,09-Jan-20,10,INE511Y01018,10
MMTC,MMTC Limited,EQ,09-Apr-12,1,INE123F01029,1
MOBIKWIK,One Mobikwik Systems Limited,EQ,18-Dec-24,2,INE0HLU01028,2
MODIRUBBER,Modi Rubber Limited,EQ,07-Feb-96,10,INE832A01018,10
MODISONLTD,MODISON LIMITED,EQ,03-May-21,1,INE737D01021,1
MODTHREAD,Modern Threads (India) Limited,EQ,22-Nov-95,10,INE794W01014,10
MOHITIND,Mohit Industries Limited,EQ,14-Mar-13,10,INE954E01012,10
MOIL,MOIL Limited,EQ,15-Dec-10,10,INE490G01020,10
MOKSH,Moksh Ornaments Limited,EQ,21-May-21,2,INE514Y01020,2
MOL,Meghmani Organics Limited,EQ,18-Aug-21,1,INE0CT101020,1
MOLDTECH,Mold-Tek Technologies Limited,EQ,07-Jul-16,2,INE835B01035,2
MOLDTKPAC,Mold-Tek Packaging Limited,EQ,23-Feb-15,5,INE893J01029,5
MONARCH,Monarch Networth Capital Limited,EQ,06-Jan-22,10,INE903D01011,10
MONTECARLO,Monte Carlo Fashions Limited,EQ,19-Dec-14,10,INE950M01013,10
MOREPENLAB,Morepen Laboratories Limited,EQ,24-Nov-99,2,INE083A01026,2
MOSCHIP,Moschip Technologies Limited,EQ,05-Feb-25,2,INE935B01025,2
MOTHERSON,Samvardhana Motherson International Limited,EQ,14-Aug-96,1,INE775A01035,1
MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,11-Sep-07,1,INE338I01027,1
MOTISONS,Motisons Jewellers Limited,EQ,26-Dec-23,1,INE0FRK01020,1
MOTOGENFIN,The Motor & General Finance Limited,EQ,08-Feb-95,5,INE861B01023,5
MPHASIS,MphasiS Limited,EQ,04-Jun-04,10,INE356A01018,10
MPSLTD,MPS Limited,EQ,21-Jan-02,10,INE943D01017,10
MRF,MRF Limited,EQ,18-Sep-96,10,INE883A01011,10
MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,07-Jan-05,10,INE103A01014,10
MSPL,MSP Steel & Power Limited,EQ,18-Jul-05,10,INE752G01015,10
MSTCLTD,Mstc Limited,EQ,29-Mar-19,10,INE255X01014,10
MSUMI,Motherson Sumi Wiring India Limited,EQ,28-Mar-22,1,INE0FS801015,1
MTARTECH,Mtar Technologies Limited,EQ,15-Mar-21,10,INE864I01014,10
MTEDUCARE,MT Educare Limited,BE,12-Apr-12,10,INE472M01018,10
MTNL,Mahanagar Telephone Nigam Limited,EQ,17-Feb-99,10,INE153A01019,10
MUFIN,Mufin Green Finance Limited,EQ,06-Nov-23,1,INE08KJ01020,1
MUFTI,Credo Brands Marketing Limited,EQ,27-Dec-23,2,INE220Q01020,2
MUKANDLTD,Mukand Limited,EQ,23-Feb-04,10,INE304A01026,10
MUKKA,Mukka Proteins Limited,EQ,07-Mar-24,1,INE0CG401037,1
MUKTAARTS,Mukta Arts Limited,EQ,12-Sep-00,5,INE374B01019,5
MUNJALAU,Munjal Auto Industries Limited,EQ,19-Jul-06,2,INE672B01032,2
MUNJALSHOW,Munjal Showa Limited,EQ,12-May-03,2,INE577A01027,2
MURUDCERA,Murudeshwar Ceramics Limited,EQ,28-May-04,10,INE692B01014,10
MUTHOOTCAP,Muthoot Capital Services Limited,EQ,24-Aug-15,10,INE296G01013,10
MUTHOOTFIN,Muthoot Finance Limited,EQ,06-May-11,10,INE414G01012,10
MUTHOOTMF,Muthoot Microfin Limited,EQ,26-Dec-23,10,INE046W01019,10
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,EQ,03-Oct-23,10,INE0KNT01012,10
NACLIND,NACL Industries Limited,BE,07-Apr-17,1,INE295D01020,1
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,BE,15-Jun-16,1,INE454M01024,1
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,EQ,18-Sep-07,5,INE245I01016,5
NAGREEKEXP,Nagreeka Exports Limited,EQ,18-Jun-07,5,INE123B01028,5
NAHARCAP,Nahar Capital and Financial Services Limited,EQ,11-Mar-08,5,INE049I01012,5
NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,15-Dec-05,10,INE289A01011,10
NAHARPOLY,Nahar Poly Films Limited,EQ,23-Mar-07,5,INE308A01027,5
NAHARSPING,Nahar Spinning Mills Limited,EQ,23-Mar-07,5,INE290A01027,5
NAM-INDIA,Nippon Life India Asset Management Limited,EQ,06-Nov-17,10,INE298J01013,10
NARMADA,Narmada Agrobase Limited,EQ,27-Oct-22,10,INE117Z01011,10
NATCAPSUQ,Natural Capsules Limited,EQ,14-Feb-25,10,INE936B01015,10
NATCOPHARM,Natco Pharma Limited,EQ,27-Dec-95,2,INE987B01026,2
NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ,28-Jan-14,10,INE448G01010,10
NATIONALUM,National Aluminium Company Limited,EQ,28-Apr-99,5,INE139A01034,5
NAUKRI,Info Edge (India) Limited,EQ,21-Nov-06,2,INE663F01032,2
NAVA,NAVA LIMITED,EQ,03-Apr-96,1,INE725A01030,1
NAVINFLUOR,Navin Fluorine International Limited,EQ,01-Jun-07,2,INE048G01026,2
NAVKARCORP,Navkar Corporation Limited,EQ,09-Sep-15,10,INE278M01019,10
NAVKARURB,Navkar Urbanstructure Limited,EQ,17-Jan-25,1,INE268H01044,1
NAVNETEDUL,Navneet Education Limited,EQ,08-Feb-95,2,INE060A01024,2
NAZARA,Nazara Technologies Limited,EQ,30-Mar-21,4,INE418L01021,4
NBCC,NBCC (India) Limited,EQ,12-Apr-12,1,INE095N01031,1
NBIFIN,N. B. I. Industrial Finance Company Limited,EQ,23-Nov-16,5,INE365I01020,5
NCC,NCC Limited,EQ,14-Oct-03,2,INE868B01028,2
NCLIND,NCL Industries Limited,EQ,03-Apr-07,10,INE732C01016,10
NDGL,Naga Dhunseri Group Limited,EQ,29-Aug-16,10,INE756C01015,10
NDL,Nandan Denim Limited,EQ,23-Mar-12,1,INE875G01048,1
NDLVENTURE,NDL Ventures Limited,BE,24-Apr-07,10,INE353A01023,10
NDRAUTO,Ndr Auto Components Limited,EQ,30-Jul-20,10,INE07OG01012,10
NDTV,New Delhi Television Limited,EQ,19-May-04,4,INE155G01029,4
NECCLTD,North Eastern Carrying Corporation Limited,EQ,02-Mar-16,10,INE553C01016,10
NECLIFE,Nectar Lifesciences Limited,EQ,18-Jul-05,1,INE023H01027,1
NELCAST,Nelcast Limited,EQ,27-Jun-07,2,INE189I01024,2
NELCO,NELCO Limited,EQ,28-May-03,10,INE045B01015,10
NEOGEN,Neogen Chemicals Limited,EQ,08-May-19,10,INE136S01016,10
NESCO,Nesco Limited,EQ,08-Apr-08,2,INE317F01035,2
NESTLEIND,Nestle India Limited,EQ,01-Aug-23,1,INE239A01024,1
NETWEB,Netweb Technologies India Limited,EQ,27-Jul-23,2,INE0NT901020,2
NETWORK18,Network18 Media & Investments Limited,EQ,02-Feb-07,5,INE870H01013,5
NEULANDLAB,Neuland Laboratories Limited,EQ,13-Oct-08,10,INE794A01010,10
NEWGEN,Newgen Software Technologies Limited,EQ,29-Jan-18,10,INE619B01017,10
NEXTMEDIA,Next Mediaworks Limited,BE,04-Apr-01,10,INE747B01016,10
NFL,National Fertilizers Limited,EQ,28-Dec-06,10,INE870D01012,10
NGIL,Nakoda Group of Industries Limited,EQ,20-Aug-21,10,INE236Y01012,10
NGLFINE,NGL Fine-Chem Limited,BE,08-Jul-22,5,INE887E01022,5
NH,Narayana Hrudayalaya Ltd.,EQ,06-Jan-16,10,INE410P01011,10
NHPC,NHPC Limited,EQ,01-Sep-09,10,INE848E01016,10
NIACL,The New India Assurance Company Limited,EQ,13-Nov-17,5,INE470Y01017,5
NIBE,NIBE Limited,EQ,07-Feb-25,10,INE149O01018,10
NIBL,NRB Industrial Bearings Limited,EQ,09-Apr-13,2,INE047O01014,2
NIITLTD,NIIT Limited,EQ,16-Aug-04,2,INE161A01038,2
NIITMTS,NIIT Learning Systems Limited,EQ,08-Aug-23,2,INE342G01023,2
NILAINFRA,Nila Infrastructures Limited,EQ,21-May-15,1,INE937C01029,1
NILASPACES,Nila Spaces Limited,BE,28-Dec-18,1,INE00S901012,1
NILKAMAL,Nilkamal Limited,EQ,01-Nov-95,10,INE310A01015,10
NINSYS,NINtec Systems Limited,EQ,21-Feb-23,10,INE395U01014,10
NIPPOBATRY,Indo-National Limited,EQ,06-Oct-99,5,INE567A01028,5
NIRAJ,Niraj Cement Structurals Limited,EQ,01-Oct-20,10,INE368I01016,10
NIRAJISPAT,Niraj Ispat Industries Limited,EQ,27-Oct-16,10,INE326T01011,10
NITCO,Nitco Limited,EQ,21-Mar-06,10,INE858F01012,10
NITINSPIN,Nitin Spinners Limited,EQ,02-Feb-06,10,INE229H01012,10
NITIRAJ,Nitiraj Engineers Limited,BE,22-Apr-21,10,INE439T01012,10
NIVABUPA,Niva Bupa Health Insurance Company Limited,EQ,14-Nov-24,10,INE995S01015,10
NKIND,NK Industries Limited,EQ,07-Jul-95,10,INE542C01019,10
NLCINDIA,NLC India Limited,EQ,23-Aug-00,10,INE589A01014,10
NMDC,NMDC Limited,EQ,03-Mar-08,1,INE584A01023,1
NOCIL,NOCIL Limited,EQ,17-Jan-96,10,INE163A01018,10
NOIDATOLL,Noida Toll Bridge Company Limited,BE,06-Dec-02,10,INE781B01015,10
NORBTEAEXP,Norben Tea & Exports Limited,BE,26-Jun-96,10,INE369C01017,10
NORTHARC,Northern Arc Capital Limited,EQ,24-Sep-24,10,INE850M01015,10
NOVAAGRI,Nova Agritech Limited,EQ,31-Jan-24,2,INE02H701025,2
NPST,Network People Services Technologies Limited,EQ,30-Apr-25,10,INE0FFK01017,10
NRAIL,N R Agarwal Industries Limited,EQ,05-Apr-17,10,INE740D01017,10
NRBBEARING,NRB Bearing Limited,EQ,08-Mar-00,2,INE349A01021,2
NRL,Nupur Recyclers Limited,EQ,12-Jan-23,10,INE0JM501013,10
NSIL,Nalwa Sons Investments Limited,EQ,17-Nov-03,10,INE023A01030,10
NSLNISP,NMDC Steel Limited,EQ,20-Feb-23,10,INE0NNS01018,10
NTPC,NTPC Limited,EQ,05-Nov-04,10,INE733E01010,10
NTPCGREEN,NTPC Green Energy Limited,EQ,27-Nov-24,10,INE0ONG01011,10
NUCLEUS,Nucleus Software Exports Limited,EQ,19-Dec-02,10,INE096B01018,10
NURECA,Nureca Limited,BE,25-Feb-21,10,INE0DSF01015,10
NUVAMA,Nuvama Wealth Management Limited,EQ,26-Sep-23,10,INE531F01015,10
NUVOCO,Nuvoco Vistas Corporation Limited,EQ,23-Aug-21,10,INE118D01016,10
NYKAA,FSN E-Commerce Ventures Limited,EQ,10-Nov-21,1,INE388Y01029,1
OAL,Oriental Aromatics Limited,EQ,11-Jul-19,5,INE959C01023,5
OBCL,Orissa Bengal Carrier Limited,EQ,07-Apr-22,10,INE426Z01016,10
OBEROIRLTY,Oberoi Realty Limited,EQ,20-Oct-10,10,INE093I01010,10
OCCL,Oriental Carbon & Chemicals Limited,EQ,27-Jan-16,10,INE321D01016,10
OCCLLTD,OCCL Limited,EQ,29-Oct-24,2,INE0PK601023,2
ODIGMA,Odigma Consultancy Solutions Limited,BE,12-Dec-24,1,INE054301028,1
OFSS,Oracle Financial Services Software Limited,EQ,28-Jun-02,5,INE881D01027,5
OIL,Oil India Limited,EQ,30-Sep-09,10,INE274J01014,10
OILCOUNTUB,Oil Country Tubular Limited,EQ,30-Aug-95,10,INE591A01010,10
OLAELEC,Ola Electric Mobility Limited,EQ,09-Aug-24,10,INE0LXG01040,10
OLECTRA,Olectra Greentech Limited,EQ,20-Mar-02,4,INE260D01016,4
OMAXAUTO,Omax Autos Limited,EQ,20-Feb-03,10,INE090B01011,10
OMAXE,Omaxe Limited,EQ,09-Aug-07,10,INE800H01010,10
OMINFRAL,OM INFRA LIMITED,EQ,17-Jun-11,1,INE239D01028,1
OMKARCHEM,Omkar Speciality Chemicals Limited,BZ,10-Feb-11,10,INE474L01016,10
ONELIFECAP,Onelife Capital Advisors Limited,BE,17-Oct-11,10,INE912L01015,10
ONEPOINT,One Point One Solutions Limited,EQ,09-May-19,2,INE840Y01029,2
ONESOURCE,Onesource Specialty Pharma Limited,EQ,24-Jan-25,1,INE013P01021,1
ONGC,Oil & Natural Gas Corporation Limited,EQ,19-Jul-95,5,INE213A01029,5
ONMOBILE,OnMobile Global Limited,EQ,19-Feb-08,10,INE809I01019,10
ONWARDTEC,Onward Technologies Limited,EQ,07-Mar-01,10,INE229A01017,10
OPTIEMUS,Optiemus Infracom Limited,EQ,08-Aug-17,10,INE350C01017,10
ORBTEXP,Orbit Exports Limited,EQ,05-Nov-13,10,INE231G01010,10
ORCHASP,Orchasp Limited,BE,07-Feb-25,2,INE215B01022,2
ORCHPHARMA,Orchid Pharma Limited,EQ,02-Nov-20,10,INE191A01027,10
ORICONENT,Oricon Enterprises Limited,EQ,24-Jul-15,2,INE730A01022,2
ORIENTALTL,Oriental Trimex Limited,EQ,07-Mar-07,10,INE998H01012,10
ORIENTBELL,Orient Bell Limited,EQ,14-Feb-07,10,INE607D01018,10
ORIENTCEM,Orient Cement Limited,EQ,12-Jul-13,1,INE876N01018,1
ORIENTCER,ORIENT CERATECH LIMITED,EQ,15-Dec-05,1,INE569C01020,1
ORIENTELEC,Orient Electric Limited,EQ,14-May-18,1,INE142Z01019,1
ORIENTHOT,Oriental Hotels Limited,EQ,27-Aug-98,1,INE750A01020,1
ORIENTLTD,Orient Press Limited,EQ,03-Mar-10,10,INE609C01024,10
ORIENTPPR,Orient Paper & Industries Limited,EQ,29-Mar-95,1,INE592A01026,1
ORIENTTECH,Orient Technologies Limited,EQ,28-Aug-24,10,INE0PPK01015,10
ORISSAMINE,The Orissa Minerals Development Company Limited,EQ,29-Sep-10,1,INE725E01024,1
ORTEL,Ortel Communications Limited,BZ,19-Mar-15,10,INE849L01019,10
ORTINGLOBE,ORTIN GLOBAL LIMITED,BE,30-Mar-21,10,INE749B01020,10
OSIAHYPER,Osia Hyper Retail Limited,EQ,01-Dec-22,1,INE06IR01021,1
OSWALAGRO,Oswal Agro Mills Limited,EQ,29-Mar-95,10,INE142A01012,10
OSWALGREEN,Oswal Greentech Limited,EQ,28-Aug-96,10,INE143A01010,10
